title,category
Had Ice cream from hotel restaurant,Food
Purchased Thukpa from street food stall,Food
Paid for online store Perfume,Shopping
Paid for insurance company Mobile recharge,Bills
Disney+ subscription for August,Entertainment
Steam Board game,Entertainment
Dinner at Pizza Hut Fried rice,Food
Bought Xbox Game Pass Amusement park ticket,Entertainment
Bought Phone case seasonal sale,Shopping
Renewed Steam E-book purchase,Entertainment
Booked Scooter rental downtown,Transport
Electronics gadget for college,Shopping
Fruits - street food stall,Food
Visited for Dental treatment from local clinic,Health
Purchased Disney+ E-book purchase,Entertainment
Ordered Milk at office,Food
Paid for Spotify subscription with friends,Entertainment
Cleared Phone bill from insurance company,Bills
Purchased new Kitchenware for birthday gift,Shopping
Ordered Sunglasses from Amazon,Shopping
Ordered Salad from food court,Food
Purchased library Study materials,Education
Headphones for July,Shopping
Paid College supplies from local college,Education
Netflix subscription from local cinema,Entertainment
Bought online store Bag,Shopping
Sneakers for May,Shopping
Purchased School books from Udemy,Education
Booked Physiotherapy session from hospital,Health
Ordered Shoes from online store,Shopping
Used Scooter rental from petrol pump,Transport
Paid for Concert ticket monthly plan,Entertainment
Bought Eggs from cafe,Food
Registered for College fee this semester,Education
Settled local ISP Monthly rent,Bills
Refueled with InDrive Helmet purchase,Transport
Snack at Burrito,Food
Cab fare from Sajha Yatayat,Transport
Refueled with Sajha Yatayat Metro card recharge,Transport
Purchased Stand-up comedy show from Netflix,Entertainment
Snack at Falafel,Food
Renewed Amusement park ticket with friends,Entertainment
Enrolled in Programming course from library,Education
Purchased Bike repair from Sajha Yatayat,Transport
Bought Cooking oil at office,Food
Purchased local garage Petrol,Transport
Paid for Bus ticket from local garage,Transport
Refueled with Bike wash from local garage,Transport
Paid for YouTube Theatre ticket,Entertainment
Paid for Metro card recharge to office,Transport
Movie ticket from Xbox Game Pass,Entertainment
Purchased Seminar fee from Udemy,Education
Ordered Chicken curry from restaurant,Food
Pathao Auto rickshaw fare,Transport
Bought Concert ticket weekend outing,Entertainment
Jeans for July,Shopping
Paid for Furniture piece for birthday gift,Shopping
Phone case for October,Shopping
Used Flight ticket from local garage,Transport
Renewed Steam Netflix subscription,Entertainment
Paid for Taco,Food
Paid for outlet store Jeans,Shopping
Registered for local college Workshop registration,Education
Recharged gas station Train ticket,Transport
Got a new Sneakers for office,Shopping
Concert ticket with friends,Entertainment
Took out Bread from food court,Food
InDrive Auto rickshaw fare,Transport
Used Toll fee,Transport
Monthly utility company Society fee,Bills
Insurance premium - local ISP,Bills
Paid for petrol pump Bike rental,Transport
Breakfast at Sushi from Wow Momo,Food
Headphones - Amazon,Shopping
Took a Flight ticket from InDrive,Transport
Paid for Health checkup from local clinic,Health
Scooter rental from InDrive,Transport
Took a Train ticket airport transfer,Transport
Bought Spotify subscription family plan,Entertainment
Snack at Burger King Pancakes,Food
Subscribed to Spotify subscription weekend outing,Entertainment
Booked Parking fee from petrol pump,Transport
Paid for PlayStation Plus from Disney+,Entertainment
Purchased local cinema YouTube Premium,Entertainment
Booked petrol pump Bike rental,Transport
Booked Car service from gas station,Transport
Purchased Arcade tokens from local cinema,Entertainment
Breakfast at Hot dog from campus canteen,Food
Purchased new Shoes for birthday gift,Shopping
Bought Phone case,Shopping
Paid for Steam Disney+ subscription,Entertainment
Bought hospital Pharmacy purchase,Health
Took out hotel restaurant Pizza,Food
Music album for September,Entertainment
Recharged Parking fee for weekend trip,Transport
Parking fee from InDrive,Transport
Purchased Stand-up comedy show from local cinema,Entertainment
Paid for Shoes online order,Shopping
Bought Concert ticket from Spotify,Entertainment
Bike repair for weekend trip,Transport
Purchased College fee from coaching center,Education
Booked wellness center Medicine,Health
Booked Train ticket to college,Transport
Paid for gym Doctor appointment,Health
Shirt for August,Shopping
Paid for Car rental from Uber,Transport
Visited for wellness center Health checkup,Health
Purchased Streaming service family plan,Entertainment
Bought university Thesis printing,Education
Lunch at Starbucks Noodles,Food
Booked local clinic Medicine,Health
Purchased Comic book from Steam,Entertainment
Bought Software license for study from library,Education
Spotify Arcade tokens,Entertainment
Grabbed Foodmandu Steak,Food
Paid for Starbucks Noodles,Food
Lunch at Pancakes,Food
Booked Fuel station to college,Transport
Took out Hot dog from Bajeko Sekuwa,Food
Purchased Toll fee from Tootle,Transport
Paid for NEA Internet bill,Bills
Refueled with Vehicle insurance for weekend trip,Transport
Fuel station - gas station,Transport
Used Pathao ride to home,Transport
Purchased Amazon Prime membership from Xbox Game Pass,Entertainment
Purchased Bike fuel,Transport
Grilled fish - Burger King,Food
Paid bank Apartment rent,Bills
Took a Scooter rental to college,Transport
Car service from Tootle,Transport
Ice cream - Bajeko Sekuwa,Food
Registered for Workshop registration from bookstore,Education
Ordered food court Fried rice,Food
Lunch at Ice cream,Food
Sneakers - local mall,Shopping
Purchased Samosa after work,Food
Paid for Arcade tokens with friends,Entertainment
Wallet for office,Shopping
Purchased Amazon Prime Comic book,Entertainment
Thukpa - campus canteen,Food
Paid for Momo from cafe,Food
Paid for Bike wash airport transfer,Transport
Purchased Car rental from InDrive,Transport
Purchased Xbox Game Pass Video game purchase,Entertainment
Ordered Socks from shopping center,Shopping
Amazon Prime membership from Disney+,Entertainment
Took a Sajha Yatayat Vehicle insurance,Transport
Bought Cap for college,Shopping
Took a Bike rental to home,Transport
Renewed Steam Steam purchase,Entertainment
Booked Sajha Yatayat Taxi fare,Transport
Purchased Karaoke night from Xbox Game Pass,Entertainment
Subscribed to Amusement park ticket from local cinema,Entertainment
Visited for Vitamin supplements from hospital,Health
Paid for Sweater for office,Shopping
Bought Dental appointment emergency visit,Health
Subscribed to YouTube Premium weekend outing,Entertainment
Sneakers for June,Shopping
Refueled with Train ticket to the mall,Transport
Steam purchase from Netflix,Entertainment
Booked Steam Gaming subscription,Entertainment
Booked local clinic Vaccination,Health
Booked Disney+ Bowling session,Entertainment
Paid for Backpack for office,Shopping
Renewed Karaoke night,Entertainment
Subscribed to Netflix subscription from local cinema,Entertainment
Bedsheet from boutique,Shopping
Ordered Necklace from outlet store,Shopping
Took a Metro card recharge to hospital,Transport
Sunglasses from outlet store,Shopping
Bought Dal bhat,Food
Bike repair to home,Transport
Ordered Dal bhat at college,Food
Paid Electricity bill for the house,Bills
Settled bank WiFi payment,Bills
Bike fuel for June,Transport
Booked Comic book family plan,Entertainment
Disney+ Arcade tokens,Entertainment
Recharged Diesel downtown,Transport
Booked Eye checkup from local clinic,Health
Took out cafe Ramen,Food
Daraz Power bank,Shopping
Paid for Bag from local mall,Shopping
Breakfast at French fries at office,Food
Used Fuel station to the mall,Transport
Used Fuel station for weekend trip,Transport
Settled bank Cable TV bill,Bills
Shopping for Sneakers online order,Shopping
Visited for local clinic Health checkup,Health
Sneakers - shopping center,Shopping
Steam purchase for September,Entertainment
Recharged Uber ride downtown,Transport
Visited for pharmacy Health insurance premium,Health
Purchased new Cap,Shopping
Socks - online store,Shopping
Kitchenware for February,Shopping
Used gas station Bus ticket,Transport
T-shirt from local mall,Shopping
Enrolled in University fee from university,Education
Booked pharmacy Eye checkup,Health
Kitchenware from Amazon,Shopping
Diesel from Pathao,Transport
Dinner at Foodmandu Cake,Food
Took out Biryani,Food
Bought food court Fruits,Food
Monthly landlord House rent,Bills
Renewed YouTube Spotify subscription,Entertainment
Purchased InDrive Auto rickshaw fare,Transport
Bought Waffles from Foodmandu,Food
Purchased Disney+ Theatre ticket,Entertainment
Snack at Pancakes from Foodmandu,Food
Smoothie for September,Food
Belt from online store,Shopping
Purchased E-book purchase from Disney+,Entertainment
Enrolled in Project materials from Udemy,Education
Lunch at Milkshake from Starbucks,Food
Booked Helmet purchase to the mall,Transport
Monthly insurance company Credit card payment,Bills
Took out McDonald's Kebab,Food
Took out Chowmein at office,Food
Used Car rental from petrol pump,Transport
Paid for Cap for birthday gift,Shopping
Shopping for Power bank from Amazon,Shopping
local garage Metro card recharge,Transport
Amusement park ticket - Xbox Game Pass,Entertainment
Breakfast at Sushi at office,Food
Took a petrol pump Taxi fare,Transport
Settled Phone bill annual payment,Bills
Phone bill for August,Bills
Paid for Noodles for the party,Food
Waffles - Starbucks,Food
Renewed Amusement park ticket premium plan,Entertainment
Power bank for October,Shopping
Had Smoothie at office,Food
Bought outlet store Jacket,Shopping
Amazon Prime membership weekend outing,Entertainment
Ordered Umbrella for office,Shopping
Registered for local college Coaching class fee,Education
Settled Property tax for the apartment,Bills
Paid for Hot dog takeaway,Food
Got a new online store Laptop bag,Shopping
Got a new Charger for college,Shopping
Stand-up comedy show - Amazon Prime,Entertainment
Subscribed to Amazon Prime Netflix subscription,Entertainment
Fried chicken - Starbucks,Food
Purchased Steam purchase from Steam,Entertainment
Paid for Belt for office,Shopping
Purchased Petrol to office,Transport
Paid for Perfume seasonal sale,Shopping
Tire replacement from gas station,Transport
Bought Disney+ Comic book,Entertainment
Bought Library fine from bookstore,Education
Shopping for Bag from Amazon,Shopping
Booked Dental treatment routine visit,Health
Bus ticket downtown,Transport
Cab fare - InDrive,Transport
Settled insurance company Loan EMI,Bills
Recharged Metro card recharge from gas station,Transport
Purchased new boutique Makeup kit,Shopping
Got a new Electronics gadget from Daraz,Shopping
Purchased new Amazon Backpack,Shopping
Booked Pathao ride for weekend trip,Transport
Ordered Vegetables takeaway,Food
Dinner at Fruits on the way home,Food
Bought Textbooks from Udemy,Education
Bought Coursera College fee,Education
Paid for diagnostic center Blood test,Health
Purchased new shopping center Bedsheet,Shopping
Purchased Bus ticket from local garage,Transport
Refueled with Vehicle insurance from Uber,Transport
Bike rental - Pathao,Transport
Bought Dental appointment from gym,Health
Ordered T-shirt seasonal sale,Shopping
Booked Scooter rental from local garage,Transport
Paid for Cable TV bill from bank,Bills
Had Momo at college,Food
Went for Medicine from gym,Health
Bought Amazon Backpack,Shopping
Bought Coffee from Foodmandu,Food
Umbrella for April,Shopping
Paid for Furniture piece from outlet store,Shopping
French fries for February,Food
Recharged Car rental to office,Transport
Subscribed to Disney+ subscription from Netflix,Entertainment
Diesel for weekend trip,Transport
Purchased InDrive Taxi fare,Transport
University fee for May,Education
Vehicle insurance for April,Transport
Paid for Pancakes,Food
Shopping for Sunglasses from online store,Shopping
Purchased Disney+ subscription,Entertainment
Grilled fish for January,Food
Booked Dental appointment emergency visit,Health
Paid School books this semester,Education
Paid for diagnostic center Vaccination,Health
Bought Netflix Amusement park ticket,Entertainment
Dumplings for April,Food
Shopping for Electronics gadget for college,Shopping
Shopping for Headphones from shopping center,Shopping
Recharged Tootle Tire replacement,Transport
Renewed Steam purchase from local cinema,Entertainment
Purchased YouTube Premium from YouTube,Entertainment
